2017-12-22 00:01:44 ; 28.2897953111; 28.110204502; 28.0959187332; 28.0; 27.8959179703; 27.9408161008; 27.9040812668; 27.9367344525; 27.9795917589; 82.528571304; 81.3081632342; 77.2755103598; 75.0734693566; 73.957143044; 76.3632649013; 81.3265306122; 74.9857140366; 80.0306119335; 0 
2017-12-22 00:06:49 ; 28.1297874857; 28.0148936738; 27.9893616615; 27.9191489118; 27.8127657302; 27.8340423665; 27.8106381031; 27.8127657708; 27.8255316958; 83.8404255319; 82.6170216013; 78.4319147962; 76.2617018679; 75.0170213415; 77.3489366897; 82.6170211143; 76.0978721456; 81.2319149261; 0 
2017-12-22 00:11:51 ; 28.1148938524; 27.9510636431; 27.9170209601; 27.8468084132; 27.725531923; 27.7617021114; 27.7489361459; 27.7872339614; 27.8276593634; 84.2425530616; 83.3212768879; 78.993617281; 76.6702124413; 75.4361700504; 77.9382981645; 83.2042552867; 76.4808510314; 81.6489358456; 0 
2017-12-22 00:16:56 ; 28.1770834525; 28.0500001907; 28.0250000954; 27.9458332459; 27.8291663329; 27.8645830552; 27.8583330711; 27.8583330711; 27.8874996106; 83.1437503497; 81.9791665077; 77.8979166349; 75.7375001907; 74.5979166031; 76.9062503179; 82.058333238; 75.5270829201; 80.4604169528; 0 
2017-12-22 00:22:03 ; 28.0702129121; 27.9127656247; 27.8893612801; 27.7957446727; 27.6936171511; 27.7085106626; 27.6978724459; 27.7404255968; 27.8063828489; 84.7340425532; 83.8085108006; 79.4297874938; 77.0936167291; 75.8404255319; 78.3787236315; 83.691489524; 76.9085102487; 82.0319148936; 0 
2017-12-22 00:27:12 ; 28.1644445631; 28.0466668447; 27.9977777693; 27.9333332062; 27.8022218916; 27.8599997203; 27.8511108398; 27.8577775319; 27.8777773115; 83.4111111111; 82.3577777439; 78.2355555216; 76.0088887533; 74.8200002035; 77.1555558946; 82.2933332655; 75.7422222561; 80.7599997626; 0 
2017-12-22 00:32:13 ; 28.1204082723; 27.9489793972; 27.9204078596; 27.8326530067; 27.7142857532; 27.7734694578; 27.7571429039; 27.7877551098; 27.8326527343; 84.4061224801; 83.4795915253; 79.1306124317; 76.8204079453; 75.5836735939; 78.0775510827; 83.3387756348; 76.6204081944; 81.7612245521; 0 
2017-12-22 00:37:21 ; 28.1893614911; 28.0510640246; 28.0234043446; 27.9489360566; 27.8234039063; 27.8617018436; 27.8617018436; 27.8659571384; 27.8978719914; 83.5319152183; 82.4042554815; 78.282978626; 76.1063826541; 74.9553188567; 77.2510643817; 82.3829782364; 75.8319145365; 80.8638295924; 0 
2017-12-22 00:42:27 ; 28.1142857999; 27.9551018695; 27.9285711561; 27.8346937919; 27.7183674014; 27.7714286337; 27.7571429039; 27.7918367191; 27.8591832141; 84.6673470322; 83.7653061224; 79.397959028; 77.0551018228; 75.8102043308; 78.3285713974; 83.5795915565; 76.8000000934; 82.0061223556; 0 
2017-12-22 00:47:31 ; 28.2043474032; 28.0543480334; 28.0369566627; 27.9434781696; 27.8521736808; 27.8586954034; 27.8586954034; 27.884782418; 27.9347823599; 83.773913342; 82.673913541; 78.5065213079; 76.3369560242; 75.1173908399; 77.4586961166; 82.6217389314; 76.0673916029; 81.0847826419; 0 
2017-12-22 00:52:31 ; 28.1595744275; 27.9936169969; 27.9638296493; 27.8744678497; 27.7787233312; 27.799999927; 27.7914892968; 27.8361700748; 27.8999996185; 84.3106381031; 83.4212766607; 79.1042555139; 76.7851065778; 75.559574533; 78.0744677605; 83.2872338802; 76.5531914894; 81.7340423909; 0 
2017-12-22 00:57:39 ; 28.2142852472; 28.0857146127; 28.0530614269; 27.9571426937; 27.861224194; 27.9102038948; 27.8795915331; 27.9285712729; 27.9489793972; 83.5469389935; 82.4346940955; 78.3102037079; 76.0673471568; 74.9469384952; 77.3163265306; 82.4204081321; 75.8367348496; 80.8775511761; 0 
2017-12-22 01:02:40 ; 28.1265306667; 27.9653059901; 27.9367344525; 27.8530610143; 27.7489796853; 27.7795918523; 27.775510243; 27.7999999377; 27.8632647845; 84.7122449291; 83.8122448045; 79.4163267175; 77.0897962609; 75.8530611311; 78.3612247389; 83.6530612245; 76.8693878797; 82.1040817572; 0 
2017-12-22 01:07:45 ; 28.2659087181; 28.0954549096; 28.079545758; 27.9931817922; 27.8909086748; 27.8954541466; 27.8909086748; 27.8999996185; 27.959090753; 81.6636364677; 80.3340904929; 76.4363637404; 74.3295458013; 73.4204543721; 75.6227274808; 80.5545453158; 74.2886368145; 79.1977268566; 0 
2017-12-22 01:12:51 ; 28.0630435944; 27.9217388319; 27.8934778545; 27.8086955444; 27.7065219465; 27.747826286; 27.7152175903; 27.7608697311; 27.8413037839; 86.0565220377; 85.252173714; 80.7304349153; 78.3086955858; 76.9673909726; 79.5869570193; 85.0413040493; 78.036956953; 83.3630434119; 0 
2017-12-22 01:18:00 ; 28.2936163557; 28.1000003815; 28.0978727138; 27.9978723323; 27.8872336124; 27.9085102893; 27.9021272862; 27.94468064; 27.9851063262; 81.1574466786; 79.874468215; 76.0425531915; 73.9127659899; 72.8574463865; 75.1659575117; 79.9851059609; 73.834041839; 78.7489362676; 0
2017-12-22 01:22:59 ; 28.0347827414; 27.9108692252; 27.8934778545; 27.8065215816; 27.7065219465; 27.7434785262; 27.7413046464; 27.7521740457; 27.826086376; 86.9369563227; 86.1304349485; 81.543478095; 79.1086961497; 77.7913042151; 80.3369563559; 85.856522104; 78.7130437105; 84.0913044473; 0 
